feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
pulmonary embolism,C0034065,Pulmonary Embolism,Pulmonary Embolism. Blocking of the PULMONARY ARTERY or one of its branches by an EMBOLUS.,0,0.886,0.0,0.0,0.0,0.0,0.0402,0.005,0.0,"Non-cancer illness code, self-reported | Array 0__pulmonary embolism",1.24,747,"Non-cancer illness code, self-reported | Array 0__pulmonary embolism >= 0.23",0.12,0.12,2,8,0.01
pulmonary embolism,C0340537,Pulmonary fat embolism,"Pulmonary fat embolism. The release of fat globules into the venous circulation, thereby blocking blood circulation to the lung. [ORCID:0000-0001-5208-3432, PMID:24468004]",0,0.597,0.0,0.0,0.0,0.0,0.0402,0.005,0.0,"Non-cancer illness code, self-reported | Array 0__pulmonary embolism",1.24,747,"Non-cancer illness code, self-reported | Array 0__pulmonary embolism >= 0.23",0.12,0.12,2,93,4.43
pulmonary embolism,C2882221,Acute pulmonary embolism,Acute pulmonary embolism. An acute embolism to the pulmonary vasculature.,0,0.811,0.0,0.0,0.0,0.0,0.0402,0.005,0.0,"Non-cancer illness code, self-reported | Array 0__pulmonary embolism",1.24,747,"Non-cancer illness code, self-reported | Array 0__pulmonary embolism >= 0.23",0.12,0.12,2,21,0.14
rhinitis,C0035455,Rhinitis,"Rhinitis. Inflammation of the NASAL MUCOSA, the mucous membrane lining the NASAL CAVITIES.",0,0.877,0.0,0.0,0.0,0.0,0.0039,-0.007,0.001,"Non-cancer illness code, self-reported | Array 0__rhinitis",1.0,187071,"Non-cancer illness code, self-reported | Array 0__rhinitis < 0.22",-0.01,-0.01,2,265,0.6
sclerosis,C0036429,Sclerosis,"Sclerosis. A pathological process consisting of hardening or fibrosis of an anatomical structure, often a vessel or a nerve.",0,0.827,0.0,0.0,0.0,0.0,0.0035,0.007,0.0,"Non-cancer illness code, self-reported | Array 0__sclerosis",1.53,430,"0.55 <= Non-cancer illness code, self-reported | Array 0__sclerosis < 0.79",0.18,0.29,2,0,0.0
stomach ulcers,C0038358,Gastric ulcer,Gastric ulcer. Ulceration of the GASTRIC MUCOSA due to contact with GASTRIC JUICE. It is often associated with HELICOBACTER PYLORI infection or consumption of nonsteroidal anti-inflammatory drugs (NSAIDS).,0,0.542,0.0,0.0,0.0,0.0,0.0144,0.006,0.0002,"Non-cancer illness code, self-reported | Array 0__stomach ulcers",1.43,323,"Non-cancer illness code, self-reported | Array 0__stomach ulcers >= 0.24",0.25,0.25,2,162,0.2
anxiety panic,C0003467,Anxiety,"Anxiety. Feelings or emotions of dread, apprehension, and impending disaster but not disabling as with ANXIETY DISORDERS.",0,0.821,0.0,0.0,0.0,0.0,0.0051,0.006,0.0,"Non-cancer illness code, self-reported | Array 3__anxiety panic",1.45,387,"Non-cancer illness code, self-reported | Array 3__anxiety panic >= 0.22",-0.08,-0.08,2,76,0.04
anxiety panic,C0003469,Anxiety Disorders,Anxiety Disorders. Persistent and disabling ANXIETY.,0,0.557,0.0,0.0,0.0,0.0,0.0051,0.006,0.0,"Non-cancer illness code, self-reported | Array 3__anxiety panic",1.45,387,"Non-cancer illness code, self-reported | Array 3__anxiety panic >= 0.22",-0.08,-0.08,2,74,0.1
arrhythmia,C0003811,Cardiac Arrhythmia,"Cardiac Arrhythmia. Any disturbances of the normal rhythmic beating of the heart or MYOCARDIAL CONTRACTION. Cardiac arrhythmias can be classified by the abnormalities in HEART RATE, disorders of electrical impulse generation, or impulse conduction.",0,0.901,0.0,0.0,0.0,0.0,0.0086,0.006,0.0,"Non-cancer illness code, self-reported | Array 3__arrhythmia",1.68,151,"Non-cancer illness code, self-reported | Array 3__arrhythmia >= 0.30",0.11,0.11,2,60,0.02
asthma,C0004096,Asthma,"Asthma. A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).",0,0.508,0.0,0.0,0.0,0.0,0.0,0.01,0.0001,"Non-cancer illness code, self-reported | Array 3__asthma",1.57,531,"Non-cancer illness code, self-reported | Array 3__asthma >= 0.50",0.07,0.12,2,209,0.04
attacks,C1261512,Attack behavior,Attack behavior. behavior,0,0.464,0.0,0.0,0.0,0.0,0.0051,0.006,0.0002,"Non-cancer illness code, self-reported | Array 3__attacks",1.45,387,"Non-cancer illness code, self-reported | Array 3__attacks >= 0.22",0.06,0.11,2,65,32.5
attacks,C1304680,Observation of attack,Observation of attack. sudden onset of a disease,0,0.564,0.0,0.0,0.0,0.0,0.0051,0.006,0.0002,"Non-cancer illness code, self-reported | Array 3__attacks",1.45,387,"Non-cancer illness code, self-reported | Array 3__attacks >= 0.22",0.06,0.11,99,119,inf
bladder stone,C0005684,Malignant neoplasm of urinary bladder,Malignant neoplasm of urinary bladder. A primary or metastatic malignant neoplasm involving the bladder.,0,0.392,0.0,2.0,0.7,0.0,0.0033,0.007,0.0018,"Non-cancer illness code, self-reported | Array 3__bladder stone",1.66,199,"Non-cancer illness code, self-reported | Array 3__bladder stone >= 0.12",0.33,0.44,2,244,0.13
anxiety,C0003467,Anxiety,"Anxiety. Feelings or emotions of dread, apprehension, and impending disaster but not disabling as with ANXIETY DISORDERS.",0,0.794,0.0,0.0,0.0,0.0,0.0051,0.006,0.0003,"Non-cancer illness code, self-reported | Array 3__anxiety",1.45,387,"Non-cancer illness code, self-reported | Array 3__anxiety >= 0.22",-0.04,-0.04,2,76,0.04
anxiety,C0003469,Anxiety Disorders,Anxiety Disorders. Persistent and disabling ANXIETY.,0,0.575,0.0,0.0,0.0,0.0,0.0051,0.006,0.0003,"Non-cancer illness code, self-reported | Array 3__anxiety",1.45,387,"Non-cancer illness code, self-reported | Array 3__anxiety >= 0.22",-0.04,-0.04,2,74,0.1
anaphylactic reaction,C0002792,anaphylaxis,"anaphylaxis. An acute hypersensitivity reaction due to exposure to a previously encountered ANTIGEN. The reaction may include rapidly progressing URTICARIA, respiratory distress, vascular collapse, systemic SHOCK, and death.",0,0.805,0.0,0.0,0.0,0.0,0.0207,0.005,0.0002,"Non-cancer illness code, self-reported | Array 3__anaphylactic reaction",1.52,116,"0.18 <= Non-cancer illness code, self-reported | Array 3__anaphylactic reaction < 0.37",-0.18,-0.18,2,0,0.0
anaphylactic reaction,C4316895,Anaphylactic shock,"Anaphylactic shock. Progression of anaphylaxis into systemic shock, which is characterized by significant reduction in tissue perfusion which leads to hypoxia and hypotension, and can lead to death if untreated.",0,0.57,0.0,0.0,0.0,0.0,0.0207,0.005,0.0002,"Non-cancer illness code, self-reported | Array 3__anaphylactic reaction",1.52,116,"0.18 <= Non-cancer illness code, self-reported | Array 3__anaphylactic reaction < 0.37",-0.18,-0.18,2,229,20.82
prostate,C0033572,Prostate,"Prostate. A gland in males that surrounds the neck of the URINARY BLADDER and the URETHRA. It secretes a substance that liquefies coagulated semen. It is situated in the pelvic cavity behind the lower part of the PUBIC SYMPHYSIS, above the deep layer of the triangular ligament, and rests upon the RECTUM.",0,0.668,0.0,0.0,0.0,0.0,0.0028,-0.007,0.0002,"Non-cancer illness code, self-reported | Array 0__prostate",1.0,188724,"Non-cancer illness code, self-reported | Array 0__prostate < 0.26",0.16,0.16,2,62,0.03
prostate,C4266527,Pelvis>Prostate,Pelvis>Prostate. ,0,0.77,0.0,0.0,0.0,0.0,0.0028,-0.007,0.0002,"Non-cancer illness code, self-reported | Array 0__prostate",1.0,188724,"Non-cancer illness code, self-reported | Array 0__prostate < 0.26",0.16,0.16,99,209,inf
infarction,C0021308,Infarction,"Infarction. Formation of an infarct, which is NECROSIS in tissue due to local ISCHEMIA resulting from obstruction of BLOOD CIRCULATION, most commonly by a THROMBUS or EMBOLUS.",0,0.739,0.0,0.0,0.0,0.0,0.0,0.014,0.0,"Non-cancer illness code, self-reported | Array 0__infarction",1.26,5533,"Non-cancer illness code, self-reported | Array 0__infarction >= 0.19",0.12,0.12,2,3,0.0
heart,C4037974,Chest>Heart,Chest>Heart. ,0,0.715,0.0,1.0,0.5,0.0,0.0,0.014,0.0005,"Non-cancer illness code, self-reported | Array 0__heart",1.27,5530,"0.18 <= Non-cancer illness code, self-reported | Array 0__heart < 0.38",0.05,0.05,99,0,0.0
heart attack,C0027051,Myocardial Infarction,Myocardial Infarction. NECROSIS of the MYOCARDIUM caused by an obstruction of the blood supply to the heart (CORONARY CIRCULATION).,0,0.631,0.0,0.0,0.0,0.0,0.0,0.015,0.0007,"Non-cancer illness code, self-reported | Array 0__heart attack",1.27,5530,"Non-cancer illness code, self-reported | Array 0__heart attack >= 0.19",0.13,0.13,2,0,0.0
heart attack,C0155668,Old myocardial infarction,"Old myocardial infarction. Documented history of previous myocardial infarction (MI), typically with objective evidence via positive biomarkers of myocardial necrosis.",0,0.537,0.0,0.0,0.0,0.0,0.0,0.015,0.0007,"Non-cancer illness code, self-reported | Array 0__heart attack",1.27,5530,"Non-cancer illness code, self-reported | Array 0__heart attack >= 0.19",0.13,0.13,2,172,1.81
hypertension,C0235222,Diastolic hypertension,Diastolic hypertension. Hypertension characterized diastolic blood pressure greater than 90 mmHg on two occasions.,0,0.469,0.0,1.0,0.3,0.0,0.0001,0.009,0.0087,"Non-cancer illness code, self-reported | Array 0__hypertension",1.35,536,"0.18 <= Non-cancer illness code, self-reported | Array 0__hypertension < 0.61",0.1,0.1,2,294,3.97
hypertension,C1696708,Prehypertension,"Prehypertension. Blood pressure levels that are between normotension and hypertension. Individuals with prehypertension are at a higher risk for developing cardiovascular diseases. Generally, prehypertension is defined as SYSTOLIC PRESSURE of 131-139 mm Hg and/or DIASTOLIC PRESSURE of 81-89 when the optimal is 120/80 mm Hg. For diabetics and other metabolism diseases the prehypertension is around 110-129/70-79 mm Hg.",0,0.622,0.0,1.0,0.3,0.0,0.0001,0.009,0.0087,"Non-cancer illness code, self-reported | Array 0__hypertension",1.35,536,"0.18 <= Non-cancer illness code, self-reported | Array 0__hypertension < 0.61",0.1,0.1,2,71,1.25
hayfever,C0018621,Hay fever,Hay fever. Allergic rhinitis caused by outdoor allergens.,0,0.728,0.0,0.0,0.0,0.0,0.0039,-0.007,0.0001,"Non-cancer illness code, self-reported | Array 0__hayfever",1.0,187071,"Non-cancer illness code, self-reported | Array 0__hayfever < 0.22",-0.15,-0.15,2,62,0.15
gout,C0018099,Gout,"Gout. Metabolic disorder characterized by recurrent acute arthritis, hyperuricemia and deposition of sodium urate in and around the joints, sometimes with formation of URIC ACID calculi.",0,0.708,0.0,0.0,0.0,0.0,0.0076,-0.006,0.0,"Non-cancer illness code, self-reported | Array 0__gout",1.0,189044,"Non-cancer illness code, self-reported | Array 0__gout < 0.50",0.31,0.36,2,4,0.0
essential,C0205224,Essential,Essential. Absolutely or vitally necessary; indispensable.,0,0.746,0.0,0.0,0.0,0.0,0.0128,0.006,0.0008,"Non-cancer illness code, self-reported | Array 0__essential",1.36,543,"Non-cancer illness code, self-reported | Array 0__essential >= 0.68",0.04,0.04,99,338,inf
essential hypertension,C0085580,Essential Hypertension,"Essential Hypertension. Hypertension that occurs without known cause, or preexisting renal disease. Associated polymorphisms for a number of genes have been identified, including AGT, GNB3, and ECE1. OMIM: 145500",0,0.751,0.0,0.0,0.0,0.0,0.0094,0.006,0.0,"Non-cancer illness code, self-reported | Array 0__essential hypertension",1.35,536,"Non-cancer illness code, self-reported | Array 0__essential hypertension >= 0.34",0.08,0.09,2,169,0.12
myocardial,C0027061,Myocardium,"Myocardium. The muscle tissue of the HEART. It is composed of striated, involuntary muscle cells (MYOCYTES, CARDIAC) connected to form the contractile pump to generate blood flow.",0,0.842,0.0,0.0,0.0,0.0,0.0,0.015,0.0007,"Non-cancer illness code, self-reported | Array 0__myocardial",1.27,5530,"Non-cancer illness code, self-reported | Array 0__myocardial >= 0.19",0.02,0.02,2,0,0.0
myocardial,C1522564,Myocardial,Myocardial. Of or pertaining to the myocardium.,0,0.91,0.0,0.0,0.0,0.0,0.0,0.015,0.0007,"Non-cancer illness code, self-reported | Array 0__myocardial",1.27,5530,"Non-cancer illness code, self-reported | Array 0__myocardial >= 0.19",0.02,0.02,3,0,0.0
myocardial infarction,C0027051,Myocardial Infarction,Myocardial Infarction. NECROSIS of the MYOCARDIUM caused by an obstruction of the blood supply to the heart (CORONARY CIRCULATION).,0,0.756,0.0,0.0,0.0,0.0,0.0,0.015,0.0,"Non-cancer illness code, self-reported | Array 0__myocardial infarction",1.27,5530,"Non-cancer illness code, self-reported | Array 0__myocardial infarction >= 0.19",0.08,0.08,2,0,0.0
myocardial infarction,C0155668,Old myocardial infarction,"Old myocardial infarction. Documented history of previous myocardial infarction (MI), typically with objective evidence via positive biomarkers of myocardial necrosis.",0,0.713,0.0,0.0,0.0,0.0,0.0,0.015,0.0,"Non-cancer illness code, self-reported | Array 0__myocardial infarction",1.27,5530,"Non-cancer illness code, self-reported | Array 0__myocardial infarction >= 0.19",0.08,0.08,2,172,1.81
oesophageal,C1522619,Esophageal,Esophageal. Of or relating to the esophagus.,0,0.885,0.0,0.0,0.0,0.0,0.008,0.007,0.0,"Non-cancer illness code, self-reported | Array 0__oesophageal",1.21,1893,"0.14 <= Non-cancer illness code, self-reported | Array 0__oesophageal < 0.49",0.13,0.13,3,239,5.56
oesophageal reflux,C0559234,Esophageal reflux observation,Esophageal reflux observation. ,0,0.931,0.0,1.0,0.5,0.0,0.0039,0.007,0.0006,"Non-cancer illness code, self-reported | Array 0__oesophageal reflux",1.21,1893,"Non-cancer illness code, self-reported | Array 0__oesophageal reflux >= 0.14",0.26,0.26,2,22,0.96
irritable,C0022107,Irritable Mood,"Irritable Mood. Abnormal or excessive excitability with easily triggered anger, annoyance, or impatience.",0,0.82,0.0,0.0,0.0,0.0,0.0006,0.008,0.0007,"Non-cancer illness code, self-reported | Array 0__irritable",1.32,1187,"Non-cancer illness code, self-reported | Array 0__irritable >= 0.23",-0.0,-0.0,2,0,0.0
irritable,C2700617,Irritation - emotion,"Irritation - emotion. Feelings of annoyance, impatience, and anger.",0,0.853,0.0,0.0,0.0,0.0,0.0006,0.008,0.0007,"Non-cancer illness code, self-reported | Array 0__irritable",1.32,1187,"Non-cancer illness code, self-reported | Array 0__irritable >= 0.23",-0.0,-0.0,2,0,0.0
irritable bowel,C0022104,Irritable Bowel Syndrome,Irritable Bowel Syndrome. Gastrointestinal symptoms characterized by chronic abdominal pain and altered bowel habits in the absence of any organic cause.,0,0.804,0.0,0.0,0.0,0.0,0.0006,0.008,0.0008,"Non-cancer illness code, self-reported | Array 0__irritable bowel",1.32,1187,"Non-cancer illness code, self-reported | Array 0__irritable bowel >= 0.23",0.16,0.16,2,34,0.03
multiple sclerosis,C0026769,Multiple Sclerosis,"Multiple Sclerosis. An autoimmune disorder mainly affecting young adults and characterized by destruction of myelin in the central nervous system. Pathologic findings include multiple sharply demarcated areas of demyelination throughout the white matter of the central nervous system. Clinical manifestations include visual loss, extra-ocular movement disorders, paresthesias, loss of sensation, weakness, dysarthria, spasticity, ataxia, and bladder dysfunction. The usual pattern is one of recurrent attacks followed by partial recovery (see MULTIPLE SCLEROSIS, RELAPSING-REMITTING), but acute fulminating and chronic progressive forms (see MULTIPLE SCLEROSIS, CHRONIC PROGRESSIVE) also occur. (Adams et al., Principles of Neurology, 6th ed, p903)",0,0.794,0.0,0.0,0.0,0.0,0.0005,0.008,0.0,"Non-cancer illness code, self-reported | Array 0__multiple sclerosis",1.53,430,"Non-cancer illness code, self-reported | Array 0__multiple sclerosis >= 0.55",0.1,0.17,2,6,0.0
multiple,C0439064,Numerous,Numerous. An indefinite large quantity that is considered to be greater than several.,0,0.494,0.0,0.0,0.0,0.0,0.0005,0.008,0.0002,"Non-cancer illness code, self-reported | Array 0__multiple",1.53,430,"Non-cancer illness code, self-reported | Array 0__multiple >= 0.55",0.07,0.28,2,271,8.47
hypothyroidism,C0020676,Hypothyroidism,"Hypothyroidism. A syndrome that results from abnormally low secretion of THYROID HORMONES from the THYROID GLAND, leading to a decrease in BASAL METABOLIC RATE. In its most severe form, there is accumulation of MUCOPOLYSACCHARIDES in the SKIN and EDEMA, known as MYXEDEMA. It may be primary or secondary due to other pituitary disease, or hypothalamic dysfunction.",0,0.731,0.0,0.0,0.0,0.0,0.0002,0.008,0.0006,"Non-cancer illness code, self-reported | Array 4__hypothyroidism",1.53,490,"Non-cancer illness code, self-reported | Array 4__hypothyroidism >= 0.29",0.09,0.09,2,155,0.09
hypothyroidism,C3665349,Secondary hypothyroidism,"Secondary hypothyroidism. Hypothyroidism due to dysfunction of the pituitary gland, which results in inadequate secretion of thyroid-stimulating hormone (thyrotropin).",0,0.793,0.0,0.0,0.0,0.0,0.0002,0.008,0.0006,"Non-cancer illness code, self-reported | Array 4__hypothyroidism",1.53,490,"Non-cancer illness code, self-reported | Array 4__hypothyroidism >= 0.29",0.09,0.09,99,71,inf
hypothyroidism,C0271801,Central hypothyroidism,Central hypothyroidism. Abnormally low levels of thyroid hormones due to a disorder originating within the hypothalamic-pituitary axis.,0,0.708,0.0,0.0,0.0,0.0,0.0002,0.008,0.0006,"Non-cancer illness code, self-reported | Array 4__hypothyroidism",1.53,490,"Non-cancer illness code, self-reported | Array 4__hypothyroidism >= 0.29",0.09,0.09,2,52,0.71
