Query,feature_name,cui,cui_def,KG_Hits,sim_score,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length,Target,Query Count,Target Count,Co-occurrence Count,Cooccurrence P-Value,MI,min_feat_kgHit,feature_level_sum_cooc_hits
Discipline of Nursing,"Qualifications College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",C0028677,"Discipline of Nursing. The field of nursing care concerned with the promotion, maintenance, and restoration of health.",0,0.295,0.0,0.0,0.0,0.0,-0.017,0.0,"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",1.01,178419,"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching < 0.50",-0.04,-0.04,3,317,63.4,(Cholelithiasis) OR (Gallbladder disease),967515,75025,310,0.0,-2.662,0.0,7.0
Discipline of Nursing,"Qualifications College or University degree|A levels/AS levels or equivalent|Other professional qualifications eg: nursing, teaching",C0028677,"Discipline of Nursing. The field of nursing care concerned with the promotion, maintenance, and restoration of health.",0,0.342,0.0,0.0,0.0,0.036,-0.005,0.0,"Qualifications_College or University degree|A levels/AS levels or equivalent|Other professional qualifications eg: nursing, teaching",1.0,189068,"Qualifications_College or University degree|A levels/AS levels or equivalent|Other professional qualifications eg: nursing, teaching < 0.50",-0.05,-0.05,3,317,63.4,(Cholelithiasis) OR (Gallbladder disease),967515,75025,310,0.0,-2.662,0.0,7.0
disc slipped,disc slipped,,Intervertebral Disk Displacement. An INTERVERTEBRAL DISC in which the NUCLEUS PULPOSUS has protruded through surrounding ANNULUS FIBROSUS. This occurs most frequently in the lower lumbar region.,0,0.729,0.0,0.0,0.0,0.0,0.008,0.0,"Non-cancer illness code, self-reported | Array 6__disc slipped",1.0,189531,"Non-cancer illness code, self-reported | Array 6__disc slipped < 0.17",0.12,0.28,2,88,1.29,(Cholelithiasis) OR (Gallbladder disease),190,75025,0,0.68,0.0,0.0,0.0
disease copd,disease copd,,,0,1.0,0.0,0.0,0.0,0.045,0.005,0.0,"Non-cancer illness code, self-reported | Array 2__disease copd",1.44,206,"Non-cancer illness code, self-reported | Array 2__disease copd >= 0.17",0.22,0.33,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),103586,75025,85,0.0,-1.305,0.0,1.0
Disk Drug Form,disc,C0993608,"Disk Drug Form. A flat, circular shaped form composed of a solid or powder that contains active and/or inert ingredient(s).",0,0.622,0.0,0.0,0.0,0.046,0.004,0.0,"Non-cancer illness code, self-reported | Array 0__disc",1.19,900,"0.33 <= Non-cancer illness code, self-reported | Array 0__disc < 0.72",0.09,0.26,99,4,inf,(Cholelithiasis) OR (Gallbladder disease),332,75025,0,0.51,0.0,0.0,0.0
Disks (device),disc,C0180459,"Disks (device). Any device component shaped like a disk, especially those used for data storage.",0,0.628,0.0,0.0,0.0,0.046,0.004,0.0,"Non-cancer illness code, self-reported | Array 0__disc",1.19,900,"0.33 <= Non-cancer illness code, self-reported | Array 0__disc < 0.72",0.09,0.26,2,153,0.34,(Cholelithiasis) OR (Gallbladder disease),3063,75025,1,0.014,-2.635,0.0,0.0
Disorder of eye,eye disease,C0015397,Disorder of eye. Diseases affecting the eye.,0,0.936,0.0,0.0,0.0,0.013,0.006,0.001,"Non-cancer illness code, self-reported | Array 2__eye disease",1.5,250,"Non-cancer illness code, self-reported | Array 2__eye disease >= 0.24",0.21,0.21,2,37,0.05,(Cholelithiasis) OR (Gallbladder disease),708215,75025,192,0.0,-2.903,0.0,1.0
Doctor diagnosed alpha 1 antitrypsin deficiency,Doctor diagnosed alpha 1 antitrypsin deficiency,,alpha 1-Antitrypsin Deficiency. Deficiency of the protease inhibitor ALPHA 1-ANTITRYPSIN that manifests primarily as PULMONARY EMPHYSEMA and LIVER CIRRHOSIS.,0,0.685,0.0,0.0,0.0,0.0,-0.016,0.005,Doctor diagnosed alpha-1 antitrypsin deficiency_No,1.03,148047,Doctor diagnosed alpha-1 antitrypsin deficiency_No < 0.50,0.04,0.04,2,283,1.81,(Cholelithiasis) OR (Gallbladder disease),106,75025,0,0.806,0.0,0.0,0.0
Doctor diagnosed asbestosis,Doctor diagnosed asbestosis,,"Asbestosis. A form of pneumoconiosis caused by inhalation of asbestos fibers which elicit potent inflammatory responses in the parenchyma of the lung. The disease is characterized by interstitial fibrosis of the lung, varying from scattered sites to extensive scarring of the alveolar interstitium.",0,0.584,0.0,0.0,0.0,0.0,-0.016,0.005,Doctor diagnosed asbestosis_No,1.03,148059,Doctor diagnosed asbestosis_No < 0.50,0.2,0.2,2,6,0.05,(Cholelithiasis) OR (Gallbladder disease),68,75025,0,0.871,0.0,0.0,0.0
Doctor diagnosed asthma,Doctor diagnosed asthma,,"Asthma. A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).",0,0.387,0.0,0.0,0.003,0.0,0.016,0.033,Doctor diagnosed asthma_None,1.03,148026,Doctor diagnosed asthma_None >= 0.50,0.06,0.06,2,209,0.04,(Cholelithiasis) OR (Gallbladder disease),5653,75025,4,0.011,-1.519,0.0,1.0
Doctor diagnosed COPD chronic obstructive pulmonary disease,Doctor diagnosed COPD chronic obstructive pulmonary disease,,Chronic Obstructive Airway Disease. A disease of chronic diffuse irreversible airflow obstruction. Subcategories of COPD include CHRONIC BRONCHITIS and PULMONARY EMPHYSEMA.,0,0.341,0.0,0.0,0.0,0.0,-0.016,0.004,Doctor diagnosed COPD (chronic obstructive pulmonary disease)_No,1.03,148830,Doctor diagnosed COPD (chronic obstructive pulmonary disease)_No < 0.50,0.11,0.11,2,55,0.02,(Cholelithiasis) OR (Gallbladder disease),2612,75025,1,0.031,-2.405,0.0,0.0
Doctor diagnosed emphysema,Doctor diagnosed emphysema,,Pathological accumulation of air in tissues. A pathological accumulation of air in tissues or organs.,0,0.543,0.0,0.0,0.0,0.0,-0.016,0.005,Doctor diagnosed emphysema_No,1.03,148167,Doctor diagnosed emphysema_No < 0.50,0.16,0.19,2,185,0.25,(Cholelithiasis) OR (Gallbladder disease),649,75025,3,0.955,1.189,0.0,1.0
Doctor diagnosed lung cancer not mesothelioma,Doctor diagnosed lung cancer not mesothelioma,,Malignant neoplasm of lung. A primary or metastatic malignant neoplasm involving the lung.,0,0.642,0.0,0.0,0.0,0.0,-0.016,0.005,Doctor diagnosed lung cancer (not mesothelioma)_No,1.03,148115,Doctor diagnosed lung cancer (not mesothelioma)_No < 0.50,-0.04,-0.04,2,286,0.07,(Cholelithiasis) OR (Gallbladder disease),5392,75025,7,0.147,-0.643,0.0,1.0
dvt,dvt,,"Deep Vein Thrombosis. A blood clot in a deep vein, predominantly in the lower extremity, but may include the pelvis or upper extremity.",0,0.391,0.0,0.0,0.0,0.001,0.007,0.001,"Non-cancer illness code, self-reported | Array 0__dvt",1.24,747,"0.18 <= Non-cancer illness code, self-reported | Array 0__dvt < 0.36",0.03,0.06,2,107,0.09,(Cholelithiasis) OR (Gallbladder disease),14648,75025,13,0.0,-1.192,0.0,1.0
DVT blood clot in leg Age deep vein thrombosis diagnosed,DVT blood clot in leg Age deep vein thrombosis diagnosed,,"Deep Vein Thrombosis. A blood clot in a deep vein, predominantly in the lower extremity, but may include the pelvis or upper extremity.",0,0.665,0.0,0.0,0.0,0.0,0.008,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55",1.95,147,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55 >= 0.50",0.05,0.05,2,107,0.09,(Cholelithiasis) OR (Gallbladder disease),312,75025,0,0.531,0.0,0.0,0.0
Dyspnea,Shortness of breath,C0013404,Dyspnea. Difficult or labored breathing.,0,0.865,0.0,0.0,0.0,0.078,0.007,0.0,Shortness of breath,1.94,232,Shortness of breath >= 8.10,0.08,0.08,2,175,0.15,(Cholelithiasis) OR (Gallbladder disease),76708,75025,65,0.0,-1.259,0.0,1.0
EBMDT estimated bone mineral density t score genetic risk,EBMDT estimated bone mineral density t score genetic risk,,Bone Mineral Density Test. A scanning procedure used to measure calcium and other minerals present in bone.,0,0.502,0.0,0.0,0.005,0.028,-0.005,0.001,(EBMDT) estimated bone mineral density t-score genetic risk,1.26,280,-0.88 <= (EBMDT) estimated bone mineral density t-score genetic risk < -0.88,0.0,0.1,99,266,inf,(Cholelithiasis) OR (Gallbladder disease),59,75025,0,0.887,0.0,0.0,0.0
Echography of kidney,kidney,C0203408,Echography of kidney. The use of ultrasound to image the kidney.,0,0.508,1.0,0.3,0.0,0.003,0.007,0.0,"Non-cancer illness code, self-reported | Array 4__kidney",1.5,103,"Non-cancer illness code, self-reported | Array 4__kidney >= 0.34",0.16,0.16,2,0,0.0,(Cholelithiasis) OR (Gallbladder disease),80225,75025,495,1.0,1.605,0.0,1.0
Eczema,eczema,C0013595,"Eczema. A pruritic papulovesicular dermatitis occurring as a reaction to many endogenous and exogenous agents (Dorland, 27th ed).",0,0.596,0.0,0.0,0.0,0.024,-0.005,0.0,"Non-cancer illness code, self-reported | Array 1__eczema",1.0,188207,"Non-cancer illness code, self-reported | Array 1__eczema < 0.29",0.07,0.07,2,22,0.03,(Cholelithiasis) OR (Gallbladder disease),27312,75025,12,0.0,-2.206,0.0,17.0
Eczema,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Emphysema/chronic bronchitis|Asthma",C0013595,"Eczema. A pruritic papulovesicular dermatitis occurring as a reaction to many endogenous and exogenous agents (Dorland, 27th ed).",0,0.335,0.0,0.0,0.0,0.0,0.01,0.0,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Asthma",1.5,816,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Asthma >= 0.50",0.1,0.1,2,22,0.03,(Cholelithiasis) OR (Gallbladder disease),27312,75025,12,0.0,-2.206,0.0,17.0
Eczema,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Emphysema/chronic bronchitis|Asthma|Hayfever, allergic rhinitis or eczema",C0013595,"Eczema. A pruritic papulovesicular dermatitis occurring as a reaction to many endogenous and exogenous agents (Dorland, 27th ed).",0,0.377,0.0,0.0,0.0,0.0,0.009,0.0,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Asthma|Hayfever, allergic rhinitis or eczema",1.53,577,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Asthma|Hayfever, allergic rhinitis or eczema >= 0.50",0.06,0.06,2,22,0.03,(Cholelithiasis) OR (Gallbladder disease),27312,75025,12,0.0,-2.206,0.0,17.0
Eczema,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Emphysema/chronic bronchitis|Hayfever, allergic rhinitis or eczema",C0013595,"Eczema. A pruritic papulovesicular dermatitis occurring as a reaction to many endogenous and exogenous agents (Dorland, 27th ed).",0,0.387,0.0,0.0,0.0,0.003,0.007,0.0,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Hayfever, allergic rhinitis or eczema",1.51,350,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Hayfever, allergic rhinitis or eczema >= 0.50",0.05,0.05,2,22,0.03,(Cholelithiasis) OR (Gallbladder disease),27312,75025,12,0.0,-2.206,0.0,17.0
Eczema,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Hayfever, allergic rhinitis or eczema",C0013595,"Eczema. A pruritic papulovesicular dermatitis occurring as a reaction to many endogenous and exogenous agents (Dorland, 27th ed).",0,0.451,0.0,0.0,0.0,0.0,-0.009,0.003,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Hayfever, allergic rhinitis or eczema",1.01,158765,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Hayfever, allergic rhinitis or eczema < 0.50",-0.04,-0.04,2,22,0.03,(Cholelithiasis) OR (Gallbladder disease),27312,75025,12,0.0,-2.206,0.0,17.0
Eczema,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor None of the above",C0013595,"Eczema. A pruritic papulovesicular dermatitis occurring as a reaction to many endogenous and exogenous agents (Dorland, 27th ed).",0,0.288,0.0,0.0,0.0,0.0,-0.012,0.034,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_None of the above",1.05,63561,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_None of the above < 0.50",-0.05,-0.05,2,22,0.03,(Cholelithiasis) OR (Gallbladder disease),27312,75025,12,0.0,-2.206,0.0,17.0
Eczema,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor infrequent",C0013595,"Eczema. A pruritic papulovesicular dermatitis occurring as a reaction to many endogenous and exogenous agents (Dorland, 27th ed).",0,0.331,0.0,0.0,0.0,0.008,0.006,0.0,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_infrequent_",1.8,110,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_infrequent_ >= 0.50",0.04,0.04,2,22,0.03,(Cholelithiasis) OR (Gallbladder disease),27312,75025,12,0.0,-2.206,0.0,17.0
Eczema,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Blood clot in the lung|Emphysema/chronic bronchitis",C0013595,"Eczema. A pruritic papulovesicular dermatitis occurring as a reaction to many endogenous and exogenous agents (Dorland, 27th ed).",0,0.322,0.0,0.0,0.0,0.047,0.005,0.001,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the lung|Emphysema/chronic bronchitis",1.0,189576,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the lung|Emphysema/chronic bronchitis < 0.50",0.09,0.09,2,22,0.03,(Cholelithiasis) OR (Gallbladder disease),27312,75025,12,0.0,-2.206,0.0,17.0
Eczema,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Emphysema/chronic bronchitis",C0013595,"Eczema. A pruritic papulovesicular dermatitis occurring as a reaction to many endogenous and exogenous agents (Dorland, 27th ed).",0,0.36,0.0,0.0,0.0,0.0,0.01,0.0,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis",1.3,1968,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis >= 0.50",0.1,0.1,2,22,0.03,(Cholelithiasis) OR (Gallbladder disease),27312,75025,12,0.0,-2.206,0.0,17.0
Eczema,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Blood clot in the lung|Asthma",C0013595,"Eczema. A pruritic papulovesicular dermatitis occurring as a reaction to many endogenous and exogenous agents (Dorland, 27th ed).",0,0.317,0.0,0.0,0.0,0.009,0.006,0.0,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the lung|Asthma",1.85,95,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the lung|Asthma >= 0.50",0.08,0.08,2,22,0.03,(Cholelithiasis) OR (Gallbladder disease),27312,75025,12,0.0,-2.206,0.0,17.0
