name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
Mental health conditions ever diagnosed by a professional depression phobia,2e-05,0.1104,0.005,0.005,1,6e-05,Mental health conditions ever diagnosed by a professional__depression phobia,1.0,91558,99.93,Mental health conditions ever diagnosed by a professional__depression phobia < 0.29
"Non-cancer illness code, self-reported | Array 1 uterine polyps",2e-05,0.18234,0.004,0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 1__uterine polyps",1.0,91554,99.93,"Non-cancer illness code, self-reported | Array 1__uterine polyps < 0.34"
(non-UK origin) Country of Birth malta,2e-05,0.17776,0.004,0.004,1,1e-05,(non-UK origin) Country of Birth__malta,1.0,91515,99.88,(non-UK origin) Country of Birth__malta < 0.50
Age angina diagnosed_44,2e-05,0.00199,0.01,0.01,1,4e-05,Age angina diagnosed_44,1.0,91485,99.78,Age angina diagnosed_44 < 0.50
Treatment/medication code | Array 0 dicloflex,2e-05,0.10237,0.005,0.005,1,1e-05,Treatment/medication code | Array 0__dicloflex,1.0,91536,99.9,Treatment/medication code | Array 0__dicloflex < 0.26
"Non-cancer illness code, self-reported | Array 3 murmur",2e-05,0.0221,0.008,0.008,1,2e-05,"Non-cancer illness code, self-reported | Array 3__murmur",1.0,91511,99.85,"Non-cancer illness code, self-reported | Array 3__murmur < 0.16"
"Non-cancer illness code, self-reported | Array 3 embolism",2e-05,5e-05,0.012,0.012,1,7e-05,"Non-cancer illness code, self-reported | Array 3__embolism",1.0,91508,99.8,"Non-cancer illness code, self-reported | Array 3__embolism < 0.23"
"Non-cancer illness code, self-reported | Array 1 tumour",2e-05,0.05976,0.006,0.006,1,4e-05,"Non-cancer illness code, self-reported | Array 1__tumour",1.0,91552,99.92,"Non-cancer illness code, self-reported | Array 1__tumour < 0.30"
Obesity,2e-05,0.00325,-0.005,-0.005,1,0.00072,Obesity,1.47,2064,3.31,-7.80 <= Obesity < -0.26
Qualifications_A levels/AS levels or equivalent|CSEs or equivalent,2e-05,0.11712,0.005,0.005,1,1e-05,Qualifications_A levels/AS levels or equivalent|CSEs or equivalent,1.0,91557,99.93,Qualifications_A levels/AS levels or equivalent|CSEs or equivalent < 0.50
"Non-cancer illness code, self-reported | Array 3 peritonitis",2e-05,0.03687,0.007,0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 3__peritonitis",1.0,91536,99.89,"Non-cancer illness code, self-reported | Array 3__peritonitis < 0.50"
"Non-cancer illness code, self-reported | Array 2 abdominal",2e-05,0.13392,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 2__abdominal",1.0,91549,99.92,"Non-cancer illness code, self-reported | Array 2__abdominal < 0.42"
"Non-cancer illness code, self-reported | Array 5 slipped",2e-05,0.00265,0.01,0.01,1,4e-05,"Non-cancer illness code, self-reported | Array 5__slipped",1.0,91517,99.84,"Non-cancer illness code, self-reported | Array 5__slipped < 0.17"
"Non-cancer illness code, self-reported | Array 1 disc",2e-05,0.10185,-0.005,-0.005,1,3e-05,"Non-cancer illness code, self-reported | Array 1__disc",1.0,90999,99.48,"Non-cancer illness code, self-reported | Array 1__disc < 0.22"
"Non-cancer illness code, self-reported | Array 5 infection",2e-05,0.02924,0.007,0.007,1,4e-05,"Non-cancer illness code, self-reported | Array 5__infection",1.0,91557,99.92,"Non-cancer illness code, self-reported | Array 5__infection < 0.73"
Treatment/medication code | Array 0 conti,2e-05,0.10752,-0.005,-0.005,1,3e-05,Treatment/medication code | Array 0__conti,1.0,91548,99.99,Treatment/medication code | Array 0__conti < 0.30
"Non-cancer illness code, self-reported | Array 3 angina",2e-05,0.18234,0.004,0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 3__angina",1.0,91554,99.93,"Non-cancer illness code, self-reported | Array 3__angina < 0.50"
Age angina diagnosed_62,2e-05,0.0156,0.008,0.008,1,3e-05,Age angina diagnosed_62,1.0,91376,99.65,Age angina diagnosed_62 < 0.50
"Non-cancer illness code, self-reported | Array 4 failure",2e-05,0.0,0.025,0.025,1,0.0002,"Non-cancer illness code, self-reported | Array 4__failure",1.0,91533,99.75,"Non-cancer illness code, self-reported | Array 4__failure < 0.26"
"Non-cancer illness code, self-reported | Array 3 ulcerative colitis",1e-05,0.02059,0.008,0.008,1,3e-05,"Non-cancer illness code, self-reported | Array 3__ulcerative colitis",1.0,91529,99.87,"Non-cancer illness code, self-reported | Array 3__ulcerative colitis < 0.19"
"Non-cancer illness code, self-reported | Array 6 cholelithiasis",1e-05,0.03054,0.007,0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 6__cholelithiasis",1.0,91544,99.9,"Non-cancer illness code, self-reported | Array 6__cholelithiasis < 0.22"
"Non-cancer illness code, self-reported | Array 0 problem cancer",1e-05,0.00031,-0.012,-0.012,1,0.00011,"Non-cancer illness code, self-reported | Array 0__problem cancer",1.0,91365,99.93,"Non-cancer illness code, self-reported | Array 0__problem cancer < 0.21"
"Non-cancer illness code, self-reported | Array 3 fracture tibia",1e-05,0.15888,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 3__fracture tibia",1.0,91555,99.93,"Non-cancer illness code, self-reported | Array 3__fracture tibia < 0.32"
"Non-cancer illness code, self-reported | Array 5 disease",1e-05,0.11413,0.005,0.005,1,4e-05,"Non-cancer illness code, self-reported | Array 5__disease",1.0,91439,99.77,"Non-cancer illness code, self-reported | Array 5__disease < 0.20"
Treatment/medication code | Array 0 1mg,1e-05,0.18084,-0.005,-0.005,1,0.0001,Treatment/medication code | Array 0__1mg,1.0,91333,99.8,Treatment/medication code | Array 0__1mg < 0.18
Treatment/medication code | Array 0 oil,1e-05,0.0,-0.027,-0.027,1,0.00047,Treatment/medication code | Array 0__oil,1.01,88891,98.41,Treatment/medication code | Array 0__oil < 0.13
"Non-cancer illness code, self-reported | Array 1 ischaemic",1e-05,0.04584,0.006,0.006,1,3e-05,"Non-cancer illness code, self-reported | Array 1__ischaemic",1.0,91408,99.73,"Non-cancer illness code, self-reported | Array 1__ischaemic < 0.19"
"Non-cancer illness code, self-reported | Array 3 tract",1e-05,0.05928,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 3__tract",1.0,91540,99.9,"Non-cancer illness code, self-reported | Array 3__tract < 0.16"
Job code at visit leisure,1e-05,0.10348,-0.006,-0.006,1,3e-05,Job code at visit__leisure,1.0,91461,99.92,Job code at visit__leisure < 0.24
"Non-cancer illness code, self-reported | Array 4 gall",1e-05,0.16922,0.004,0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 4__gall",1.0,91457,99.8,"Non-cancer illness code, self-reported | Array 4__gall < 0.22"
"Non-cancer illness code, self-reported | Array 2 oesophageal",1e-05,0.11413,0.005,0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 2__oesophageal",1.13,1137,1.4,"Non-cancer illness code, self-reported | Array 2__oesophageal >= 0.14"
(non-UK origin) Country of Birth philippines,0.0,0.00335,0.01,0.01,1,3e-05,(non-UK origin) Country of Birth__philippines,1.0,91559,99.91,(non-UK origin) Country of Birth__philippines < 0.50
"Non-cancer illness code, self-reported | Array 2 stone bladder",0.0,0.07831,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 2__stone bladder",1.0,91360,99.66,"Non-cancer illness code, self-reported | Array 2__stone bladder < 0.12"
"Non-cancer illness code, self-reported | Array 2 stone",0.0,0.07831,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 2__stone",1.0,91360,99.66,"Non-cancer illness code, self-reported | Array 2__stone < 0.37"
"Non-cancer illness code, self-reported | Array 2 stomach ulcers",0.0,0.13566,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 2__stomach ulcers",1.0,91410,99.74,"Non-cancer illness code, self-reported | Array 2__stomach ulcers < 0.24"
"Non-cancer illness code, self-reported | Array 2 stomach disorder",0.0,0.09015,0.006,0.006,1,1e-05,"Non-cancer illness code, self-reported | Array 2__stomach disorder",1.0,91537,99.9,"Non-cancer illness code, self-reported | Array 2__stomach disorder < 0.34"
"Non-cancer illness code, self-reported | Array 2 thrombosis dvt",0.0,0.0,0.019,0.019,1,0.00014,"Non-cancer illness code, self-reported | Array 2__thrombosis dvt",1.0,91354,99.45,"Non-cancer illness code, self-reported | Array 2__thrombosis dvt < 0.19"
"Non-cancer illness code, self-reported | Array 2 thrombosis",0.0,0.0,0.019,0.019,1,0.00014,"Non-cancer illness code, self-reported | Array 2__thrombosis",1.0,91354,99.45,"Non-cancer illness code, self-reported | Array 2__thrombosis < 0.19"
"Non-cancer illness code, self-reported | Array 2 stress",0.0,0.17812,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 2__stress",1.0,91556,99.99,"Non-cancer illness code, self-reported | Array 2__stress < 0.42"
"Non-cancer illness code, self-reported | Array 2 stroke",0.0,0.0,0.015,0.015,1,0.0001,"Non-cancer illness code, self-reported | Array 2__stroke",1.0,91368,99.53,"Non-cancer illness code, self-reported | Array 2__stroke < 0.50"
"Non-cancer illness code, self-reported | Array 2 panic attacks",0.0,0.13631,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 2__panic attacks",1.0,91351,99.81,"Non-cancer illness code, self-reported | Array 2__panic attacks < 0.22"
"Non-cancer illness code, self-reported | Array 2 panic",0.0,0.13631,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 2__panic",1.0,91351,99.81,"Non-cancer illness code, self-reported | Array 2__panic < 0.22"
"Non-cancer illness code, self-reported | Array 1 abdominal",0.0,0.18286,-0.004,-0.004,1,3e-05,"Non-cancer illness code, self-reported | Array 1__abdominal",1.0,91543,99.98,"Non-cancer illness code, self-reported | Array 1__abdominal < 0.42"
"Non-cancer illness code, self-reported | Array 2 venous thrombosis",0.0,0.0,0.019,0.019,1,0.00014,"Non-cancer illness code, self-reported | Array 2__venous thrombosis",1.0,91354,99.45,"Non-cancer illness code, self-reported | Array 2__venous thrombosis < 0.19"
"Non-cancer illness code, self-reported | Array 2 venous",0.0,0.0,0.018,0.018,1,0.00015,"Non-cancer illness code, self-reported | Array 2__venous",1.0,91347,99.45,"Non-cancer illness code, self-reported | Array 2__venous < 0.19"
"Non-cancer illness code, self-reported | Array 2 valve problem",0.0,3e-05,0.014,0.014,1,8e-05,"Non-cancer illness code, self-reported | Array 2__valve problem",1.0,91462,99.71,"Non-cancer illness code, self-reported | Array 2__valve problem < 0.16"
"Non-cancer illness code, self-reported | Array 2 valve",0.0,0.00045,0.013,0.013,1,8e-05,"Non-cancer illness code, self-reported | Array 2__valve",1.0,91457,99.71,"Non-cancer illness code, self-reported | Array 2__valve < 0.16"
"Non-cancer illness code, self-reported | Array 2 requiring dialysis",0.0,0.0,0.027,0.027,1,0.00022,"Non-cancer illness code, self-reported | Array 2__requiring dialysis",1.0,91530,99.73,"Non-cancer illness code, self-reported | Array 2__requiring dialysis < 0.19"
"Non-cancer illness code, self-reported | Array 2 requiring",0.0,0.0,0.027,0.027,1,0.00022,"Non-cancer illness code, self-reported | Array 2__requiring",1.0,91530,99.73,"Non-cancer illness code, self-reported | Array 2__requiring < 0.19"
"Non-cancer illness code, self-reported | Array 2 sleep apnoea",0.0,0.05696,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 2__sleep apnoea",1.0,91448,99.77,"Non-cancer illness code, self-reported | Array 2__sleep apnoea < 0.29"
"Non-cancer illness code, self-reported | Array 2 renal kidney",0.0,0.0,0.017,0.017,1,0.00011,"Non-cancer illness code, self-reported | Array 2__renal kidney",1.0,91467,99.68,"Non-cancer illness code, self-reported | Array 2__renal kidney < 0.25"
"Non-cancer illness code, self-reported | Array 2 renal failure",0.0,0.0,0.027,0.027,1,0.00022,"Non-cancer illness code, self-reported | Array 2__renal failure",1.0,91530,99.73,"Non-cancer illness code, self-reported | Array 2__renal failure < 0.19"
"Non-cancer illness code, self-reported | Array 2 renal",0.0,0.0,0.029,0.029,1,0.00033,"Non-cancer illness code, self-reported | Array 2__renal",1.0,91407,99.41,"Non-cancer illness code, self-reported | Array 2__renal < 0.17"
"Non-cancer illness code, self-reported | Array 2 soft tissue",0.0,0.05314,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 2__soft tissue",1.0,91257,99.52,"Non-cancer illness code, self-reported | Array 2__soft tissue < 0.18"
"Non-cancer illness code, self-reported | Array 1 dialysis",0.0,0.0,0.036,0.036,1,0.00036,"Non-cancer illness code, self-reported | Array 1__dialysis",1.0,91541,99.69,"Non-cancer illness code, self-reported | Array 1__dialysis < 0.20"
"Non-cancer illness code, self-reported | Array 2 soft",0.0,0.05314,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 2__soft",1.0,91257,99.52,"Non-cancer illness code, self-reported | Array 2__soft < 0.18"
"Non-cancer illness code, self-reported | Array 2 sleep",0.0,0.05696,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 2__sleep",1.0,91448,99.77,"Non-cancer illness code, self-reported | Array 2__sleep < 0.29"
"Non-cancer illness code, self-reported | Array 2 sarcoidosis",0.0,0.03498,0.007,0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 2__sarcoidosis",1.0,91550,99.91,"Non-cancer illness code, self-reported | Array 2__sarcoidosis < 0.50"
"Non-cancer illness code, self-reported | Array 2 joint",0.0,0.12802,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 2__joint",1.0,91263,99.55,"Non-cancer illness code, self-reported | Array 2__joint < 0.27"
Vascular/heart problems diagnosed by doctor_Heart attack|Angina|Stroke|High blood pressure,0.0,0.0,0.019,0.019,1,0.00013,Vascular/heart problems diagnosed by doctor_Heart attack|Angina|Stroke|High blood pressure,1.0,91408,99.55,Vascular/heart problems diagnosed by doctor_Heart attack|Angina|Stroke|High blood pressure < 0.50
Vascular/heart problems diagnosed by doctor_Heart attack|Angina|High blood pressure,0.0,0.0,0.035,0.035,1,0.0005,Vascular/heart problems diagnosed by doctor_Heart attack|Angina|High blood pressure,1.89,1257,2.59,Vascular/heart problems diagnosed by doctor_Heart attack|Angina|High blood pressure >= 0.50
Vascular/heart problems diagnosed by doctor_Heart attack|Angina,0.0,0.00104,0.011,0.011,1,5e-05,Vascular/heart problems diagnosed by doctor_Heart attack|Angina,1.0,90940,99.02,Vascular/heart problems diagnosed by doctor_Heart attack|Angina < 0.50
Vascular/heart problems diagnosed by doctor_Heart attack,0.0,0.0493,0.006,0.006,1,2e-05,Vascular/heart problems diagnosed by doctor_Heart attack,1.16,1336,1.69,Vascular/heart problems diagnosed by doctor_Heart attack >= 0.50
Vascular/heart problems diagnosed by doctor_Angina|Stroke,0.0,0.0098,0.009,0.009,1,3e-05,Vascular/heart problems diagnosed by doctor_Angina|Stroke,1.0,91530,99.87,Vascular/heart problems diagnosed by doctor_Angina|Stroke < 0.50
(non-UK origin) Country of Birth caribbean,0.0,0.0634,0.006,0.006,1,2e-05,(non-UK origin) Country of Birth__caribbean,1.0,91067,99.29,(non-UK origin) Country of Birth__caribbean < 0.50
"Non-cancer illness code, self-reported | Array 1 failure requiring",0.0,0.0,0.036,0.036,1,0.00036,"Non-cancer illness code, self-reported | Array 1__failure requiring",1.0,91541,99.69,"Non-cancer illness code, self-reported | Array 1__failure requiring < 0.20"
"Non-cancer illness code, self-reported | Array 1 haemorrhage",0.0,0.14127,-0.004,-0.004,1,2e-05,"Non-cancer illness code, self-reported | Array 1__haemorrhage",1.0,91531,99.97,"Non-cancer illness code, self-reported | Array 1__haemorrhage < 0.28"
Vascular/heart problems diagnosed by doctor_None,0.0,0.08265,0.006,0.006,1,1e-05,Vascular/heart problems diagnosed by doctor_None,1.0,91393,99.71,Vascular/heart problems diagnosed by doctor_None < 0.50
"Non-cancer illness code, self-reported | Array 1 fibrillation",0.0,0.0,0.023,0.023,1,0.0002,"Non-cancer illness code, self-reported | Array 1__fibrillation",1.0,91156,99.06,"Non-cancer illness code, self-reported | Array 1__fibrillation < 0.29"
(non-UK origin) Country of Birth malaysia,0.0,0.02265,0.008,0.008,1,2e-05,(non-UK origin) Country of Birth__malaysia,1.0,91518,99.86,(non-UK origin) Country of Birth__malaysia < 0.50
"Non-cancer illness code, self-reported | Array 1 fibroids",0.0,0.15941,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 1__fibroids",1.0,91438,99.89,"Non-cancer illness code, self-reported | Array 1__fibroids < 0.30"
(non-UK origin) Country of Birth kingdom,0.0,0.10686,-0.005,-0.005,1,2e-05,(non-UK origin) Country of Birth__kingdom,1.0,91441,99.9,(non-UK origin) Country of Birth__kingdom < 0.29
(non-UK origin) Country of Birth kenya,0.0,0.10308,0.005,0.005,1,1e-05,(non-UK origin) Country of Birth__kenya,1.0,91294,99.59,(non-UK origin) Country of Birth__kenya < 0.50
"Non-cancer illness code, self-reported | Array 1 food",0.0,0.04391,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 1__food",1.0,91518,99.98,"Non-cancer illness code, self-reported | Array 1__food < 0.21"
(non-UK origin) Country of Birth india,0.0,0.18439,0.004,0.004,1,1e-05,(non-UK origin) Country of Birth__india,1.0,90792,99.01,(non-UK origin) Country of Birth__india < 0.50
(non-UK origin) Country of Birth guianas,0.0,0.06863,0.006,0.006,1,2e-05,(non-UK origin) Country of Birth__guianas,1.0,91539,99.9,(non-UK origin) Country of Birth__guianas < 0.50
(non-UK origin) Country of Birth france,0.0,0.18751,-0.004,-0.004,1,1e-05,(non-UK origin) Country of Birth__france,1.0,91516,99.96,(non-UK origin) Country of Birth__france < 0.50
(non-UK origin) Country of Birth united kingdom,0.0,0.10686,-0.005,-0.005,1,2e-05,(non-UK origin) Country of Birth__united kingdom,1.0,91441,99.9,(non-UK origin) Country of Birth__united kingdom < 0.29
