name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
"Non-cancer illness code, self-reported | Array 4 high cholesterol",0.0,0.02271,0.005,0.005,189607,0.00032,"Non-cancer illness code, self-reported | Array 4__high cholesterol",1.15,2174,1.32,"Non-cancer illness code, self-reported | Array 4__high cholesterol >= 0.29"
"Non-cancer illness code, self-reported | Array 4 myxoedema",0.0,0.00022,0.008,0.008,189607,3e-05,"Non-cancer illness code, self-reported | Array 4__myxoedema",1.53,490,0.39,"Non-cancer illness code, self-reported | Array 4__myxoedema >= 0.29"
"Non-cancer illness code, self-reported | Array 4 renal",0.0,0.01121,0.005,0.005,189607,0.0011,"Non-cancer illness code, self-reported | Array 4__renal",1.0,189480,99.89,"Non-cancer illness code, self-reported | Array 4__renal < 0.24"
"Non-cancer illness code, self-reported | Array 4 spine",0.0,0.00038,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 4__spine",1.79,203,0.19,"Non-cancer illness code, self-reported | Array 4__spine >= 0.23"
"Non-cancer illness code, self-reported | Array 4 spine arthritis",0.0,0.00038,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 4__spine arthritis",1.79,203,0.19,"Non-cancer illness code, self-reported | Array 4__spine arthritis >= 0.23"
"Non-cancer illness code, self-reported | Array 4 spondylitis",0.0,0.0,0.011,0.011,189607,0.0,"Non-cancer illness code, self-reported | Array 4__spondylitis",1.79,203,0.19,"0.22 <= Non-cancer illness code, self-reported | Array 4__spondylitis < 0.72"
"Non-cancer illness code, self-reported | Array 4 spondylosis",0.0,0.02487,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 4__spondylosis",1.57,154,0.13,"Non-cancer illness code, self-reported | Array 4__spondylosis >= 0.29"
"Non-cancer illness code, self-reported | Array 4 stomach ulcers",0.0,0.04265,0.005,0.005,189607,0.00014,"Non-cancer illness code, self-reported | Array 4__stomach ulcers",1.52,152,0.12,"Non-cancer illness code, self-reported | Array 4__stomach ulcers >= 0.24"
"Non-cancer illness code, self-reported | Array 4 stones",0.0,0.00484,0.006,0.006,189607,0.00015,"Non-cancer illness code, self-reported | Array 4__stones",1.5,315,0.25,"Non-cancer illness code, self-reported | Array 4__stones >= 0.22"
"Non-cancer illness code, self-reported | Array 4 syndrome",0.0,0.00014,0.008,0.008,189607,0.00049,"Non-cancer illness code, self-reported | Array 4__syndrome",1.32,366,0.26,"0.22 <= Non-cancer illness code, self-reported | Array 4__syndrome < 0.64"
"Non-cancer illness code, self-reported | Array 4 reflux gord",0.0,0.00247,0.007,0.007,189607,0.00039,"Non-cancer illness code, self-reported | Array 4__reflux gord",1.33,835,0.59,"Non-cancer illness code, self-reported | Array 4__reflux gord >= 0.14"
"Non-cancer illness code, self-reported | Array 4 reflux",0.0,0.00247,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 4__reflux",1.33,835,0.59,"Non-cancer illness code, self-reported | Array 4__reflux >= 0.28"
"Non-cancer illness code, self-reported | Array 4 rectal colon",0.0,0.02532,0.005,0.005,189607,0.00024,"Non-cancer illness code, self-reported | Array 4__rectal colon",1.0,189535,99.93,"Non-cancer illness code, self-reported | Array 4__rectal colon < 0.19"
"Non-cancer illness code, self-reported | Array 4 pain",0.0,0.03118,-0.005,-0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 4__pain",1.0,189443,99.96,"Non-cancer illness code, self-reported | Array 4__pain < 0.36"
"Non-cancer illness code, self-reported | Array 4 nerve",0.0,0.02778,0.006,0.006,189607,0.00123,"Non-cancer illness code, self-reported | Array 4__nerve",1.0,189500,99.9,"Non-cancer illness code, self-reported | Array 4__nerve < 0.29"
"Non-cancer illness code, self-reported | Array 4 oesophageal",0.0,0.00239,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 4__oesophageal",1.34,854,0.6,"Non-cancer illness code, self-reported | Array 4__oesophageal >= 0.14"
"Non-cancer illness code, self-reported | Array 4 oesophageal reflux",0.0,0.00247,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 4__oesophageal reflux",1.33,835,0.59,"Non-cancer illness code, self-reported | Array 4__oesophageal reflux >= 0.14"
"Non-cancer illness code, self-reported | Array 4 osteoarthritis",0.0,0.00257,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 4__osteoarthritis",1.26,1365,0.91,"Non-cancer illness code, self-reported | Array 4__osteoarthritis >= 0.50"
"Non-cancer illness code, self-reported | Array 4 osteoporosis",0.0,0.01034,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 4__osteoporosis",1.56,212,0.17,"Non-cancer illness code, self-reported | Array 4__osteoporosis >= 0.50"
"Non-cancer illness code, self-reported | Array 4 peripheral",0.0,0.05626,0.005,0.005,189607,0.0007,"Non-cancer illness code, self-reported | Array 4__peripheral",1.0,189533,99.93,"Non-cancer illness code, self-reported | Array 4__peripheral < 0.30"
"Non-cancer illness code, self-reported | Array 4 problem cancer",0.0,0.00414,0.006,0.006,189607,0.00076,"Non-cancer illness code, self-reported | Array 4__problem cancer",1.39,111,0.08,"0.23 <= Non-cancer illness code, self-reported | Array 4__problem cancer < 0.50"
"Non-cancer illness code, self-reported | Array 4 gastric reflux",0.0,0.00247,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 4__gastric reflux",1.33,835,0.59,"Non-cancer illness code, self-reported | Array 4__gastric reflux >= 0.14"
"Non-cancer illness code, self-reported | Array 4 gall stones",0.0,0.00484,0.006,0.006,189607,0.00028,"Non-cancer illness code, self-reported | Array 4__gall stones",1.5,315,0.25,"Non-cancer illness code, self-reported | Array 4__gall stones >= 0.22"
"Non-cancer illness code, self-reported | Array 2 thrombosis",0.0,0.01925,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 2__thrombosis",1.38,374,0.27,"Non-cancer illness code, self-reported | Array 2__thrombosis >= 0.19"
Mental health conditions ever diagnosed by a professional spiders panic,0.0,0.0067,0.006,0.006,189607,0.00017,Mental health conditions ever diagnosed by a professional__spiders panic,1.0,189430,99.85,Mental health conditions ever diagnosed by a professional__spiders panic < 0.16
"Non-cancer illness code, self-reported | Array 4 adenoma polyps",0.0,0.02532,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 4__adenoma polyps",1.0,189535,99.93,"Non-cancer illness code, self-reported | Array 4__adenoma polyps < 0.19"
"Non-cancer illness code, self-reported | Array 4 allergy",0.0,0.00876,0.005,0.005,189607,0.00081,"Non-cancer illness code, self-reported | Array 4__allergy",1.48,163,0.13,"Non-cancer illness code, self-reported | Array 4__allergy >= 0.38"
"Non-cancer illness code, self-reported | Array 4 anaemia",0.0,1e-05,0.009,0.009,189607,0.00021,"Non-cancer illness code, self-reported | Array 4__anaemia",2.28,106,0.13,"Non-cancer illness code, self-reported | Array 4__anaemia >= 0.71"
"Non-cancer illness code, self-reported | Array 4 arthritis spondylitis",0.0,0.00038,0.008,0.008,189607,0.00048,"Non-cancer illness code, self-reported | Array 4__arthritis spondylitis",1.79,203,0.19,"Non-cancer illness code, self-reported | Array 4__arthritis spondylitis >= 0.23"
"Non-cancer illness code, self-reported | Array 4 gall",0.0,0.00255,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 4__gall",1.52,325,0.26,"Non-cancer illness code, self-reported | Array 4__gall >= 0.22"
Mental health conditions ever diagnosed by a professional social anxiety,0.0,0.0266,0.006,0.006,189607,0.0,Mental health conditions ever diagnosed by a professional__social anxiety,1.53,208,0.17,0.16 <= Mental health conditions ever diagnosed by a professional__social anxiety < 0.22
Mental health conditions ever diagnosed by a professional nerves agoraphobia,0.0,0.00856,0.007,0.007,189607,0.0,Mental health conditions ever diagnosed by a professional__nerves agoraphobia,1.0,189535,99.92,Mental health conditions ever diagnosed by a professional__nerves agoraphobia < 0.13
Mental health conditions ever diagnosed by a professional phobia,0.0,0.0203,0.006,0.006,189607,0.00055,Mental health conditions ever diagnosed by a professional__phobia,1.51,342,0.27,0.17 <= Mental health conditions ever diagnosed by a professional__phobia < 0.23
Mental health conditions ever diagnosed by a professional phobia agoraphobia,0.0,0.0536,0.004,0.004,189607,0.0,Mental health conditions ever diagnosed by a professional__phobia agoraphobia,1.0,189546,99.95,Mental health conditions ever diagnosed by a professional__phobia agoraphobia < 0.14
Mental health conditions ever diagnosed by a professional social,0.0,0.0266,0.006,0.006,189607,0.00055,Mental health conditions ever diagnosed by a professional__social,1.53,208,0.17,0.32 <= Mental health conditions ever diagnosed by a professional__social < 0.45
"Non-cancer illness code, self-reported | Array 4 bladder",0.0,0.0327,0.005,0.005,189607,0.00013,"Non-cancer illness code, self-reported | Array 4__bladder",1.45,121,0.09,"Non-cancer illness code, self-reported | Array 4__bladder >= 0.34"
"Non-cancer illness code, self-reported | Array 4 failure",0.0,0.00883,0.005,0.005,189607,0.00067,"Non-cancer illness code, self-reported | Array 4__failure",1.0,189541,99.93,"Non-cancer illness code, self-reported | Array 4__failure < 0.63"
"Non-cancer illness code, self-reported | Array 4 fever",0.0,0.02276,0.005,0.005,189607,5e-05,"Non-cancer illness code, self-reported | Array 4__fever",1.0,189528,99.92,"Non-cancer illness code, self-reported | Array 4__fever < 0.50"
"Non-cancer illness code, self-reported | Array 4 fibroids",0.0,0.02581,0.005,0.005,189607,0.00095,"Non-cancer illness code, self-reported | Array 4__fibroids",1.4,315,0.23,"Non-cancer illness code, self-reported | Array 4__fibroids >= 0.29"
"Non-cancer illness code, self-reported | Array 4 disease",0.0,0.00335,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 4__disease",1.57,154,0.13,"Non-cancer illness code, self-reported | Array 4__disease >= 0.84"
"Non-cancer illness code, self-reported | Array 4 diabetes",0.0,3e-05,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 4__diabetes",2.05,215,0.23,"Non-cancer illness code, self-reported | Array 4__diabetes >= 0.76"
"Non-cancer illness code, self-reported | Array 4 cholelithiasis",0.0,0.00484,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 4__cholelithiasis",1.5,315,0.25,"Non-cancer illness code, self-reported | Array 4__cholelithiasis >= 0.22"
"Non-cancer illness code, self-reported | Array 4 bowel",0.0,0.04719,0.005,0.005,189607,0.00027,"Non-cancer illness code, self-reported | Array 4__bowel",1.32,383,0.27,"Non-cancer illness code, self-reported | Array 4__bowel >= 0.22"
"Non-cancer illness code, self-reported | Array 4 bowel syndrome",0.0,0.04866,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 4__bowel syndrome",1.33,365,0.26,"Non-cancer illness code, self-reported | Array 4__bowel syndrome >= 0.23"
"Non-cancer illness code, self-reported | Array 4 bronchitis",0.0,0.02058,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 4__bronchitis",1.45,121,0.09,"Non-cancer illness code, self-reported | Array 4__bronchitis >= 0.86"
"Non-cancer illness code, self-reported | Array 4 cataract",0.0,0.00465,0.006,0.006,189607,0.00012,"Non-cancer illness code, self-reported | Array 4__cataract",1.66,186,0.16,"Non-cancer illness code, self-reported | Array 4__cataract >= 0.50"
"Non-cancer illness code, self-reported | Array 4 cervical spondylosis",0.0,0.02487,0.005,0.005,189607,1e-05,"Non-cancer illness code, self-reported | Array 4__cervical spondylosis",1.57,154,0.13,"Non-cancer illness code, self-reported | Array 4__cervical spondylosis >= 0.29"
"Non-cancer illness code, self-reported | Array 4 cholelithiasis gall",0.0,0.00484,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 4__cholelithiasis gall",1.5,315,0.25,"Non-cancer illness code, self-reported | Array 4__cholelithiasis gall >= 0.22"
"Non-cancer illness code, self-reported | Array 4 cholesterol",0.0,0.02271,0.005,0.005,189607,0.00127,"Non-cancer illness code, self-reported | Array 4__cholesterol",1.15,2174,1.32,"Non-cancer illness code, self-reported | Array 4__cholesterol >= 0.29"
"Non-cancer illness code, self-reported | Array 4 chronic",0.0,0.0205,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 4__chronic",1.0,189358,99.81,"Non-cancer illness code, self-reported | Array 4__chronic < 0.23"
"Non-cancer illness code, self-reported | Array 4 colon",0.0,0.02532,0.005,0.005,189607,0.00039,"Non-cancer illness code, self-reported | Array 4__colon",1.0,189535,99.93,"Non-cancer illness code, self-reported | Array 4__colon < 0.19"
"Non-cancer illness code, self-reported | Array 4 colon adenoma",0.0,0.02532,0.005,0.005,189607,0.00044,"Non-cancer illness code, self-reported | Array 4__colon adenoma",1.0,189535,99.93,"Non-cancer illness code, self-reported | Array 4__colon adenoma < 0.19"
"Non-cancer illness code, self-reported | Array 4 depression",0.0,0.00074,0.008,0.008,189607,0.00034,"Non-cancer illness code, self-reported | Array 4__depression",1.32,989,0.69,"Non-cancer illness code, self-reported | Array 4__depression >= 0.84"
"Non-cancer illness code, self-reported | Array 2 hypothyroidism",0.0,0.00023,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 2__hypothyroidism",1.26,2030,1.35,"Non-cancer illness code, self-reported | Array 2__hypothyroidism >= 0.29"
"Non-cancer illness code, self-reported | Array 2 hypothyroidism myxoedema",0.0,0.00023,0.008,0.008,189607,0.00036,"Non-cancer illness code, self-reported | Array 2__hypothyroidism myxoedema",1.26,2030,1.35,"Non-cancer illness code, self-reported | Array 2__hypothyroidism myxoedema >= 0.29"
"Non-cancer illness code, self-reported | Array 2 irritable",0.0,0.00777,0.006,0.006,189607,0.00093,"Non-cancer illness code, self-reported | Array 2__irritable",1.26,1019,0.68,"Non-cancer illness code, self-reported | Array 2__irritable >= 0.23"
"Non-cancer illness code, self-reported | Array 2 irritable bowel",0.0,0.00777,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 2__irritable bowel",1.26,1019,0.68,"Non-cancer illness code, self-reported | Array 2__irritable bowel >= 0.23"
"Non-cancer illness code, self-reported | Array 2 kidney",0.0,0.02005,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 2__kidney",1.81,329,0.31,"0.11 <= Non-cancer illness code, self-reported | Array 2__kidney < 0.24"
"Non-cancer illness code, self-reported | Array 2 myxoedema",0.0,0.00023,0.008,0.008,189607,0.0009,"Non-cancer illness code, self-reported | Array 2__myxoedema",1.26,2030,1.35,"Non-cancer illness code, self-reported | Array 2__myxoedema >= 0.29"
"Non-cancer illness code, self-reported | Array 2 nasal",0.0,0.04944,-0.004,-0.004,189607,0.0,"Non-cancer illness code, self-reported | Array 2__nasal",1.0,189257,99.87,"Non-cancer illness code, self-reported | Array 2__nasal < 0.29"
"Non-cancer illness code, self-reported | Array 2 obstructive",0.0,0.04485,0.005,0.005,189607,0.00034,"Non-cancer illness code, self-reported | Array 2__obstructive",1.44,206,0.16,"Non-cancer illness code, self-reported | Array 2__obstructive >= 0.17"
"Non-cancer illness code, self-reported | Array 2 hypertension",0.0,0.0,0.012,0.012,189607,0.0,"Non-cancer illness code, self-reported | Array 2__hypertension",1.35,2076,1.48,"Non-cancer illness code, self-reported | Array 2__hypertension >= 0.78"
"Non-cancer illness code, self-reported | Array 2 hiatus hernia",0.0,0.0,0.011,0.011,189607,0.0,"Non-cancer illness code, self-reported | Array 2__hiatus hernia",1.44,1173,0.89,"Non-cancer illness code, self-reported | Array 2__hiatus hernia >= 0.29"
"Non-cancer illness code, self-reported | Array 2 hiatus",0.0,0.0,0.011,0.011,189607,0.00013,"Non-cancer illness code, self-reported | Array 2__hiatus",1.44,1173,0.89,"Non-cancer illness code, self-reported | Array 2__hiatus >= 0.29"
"Non-cancer illness code, self-reported | Array 2 fracture",0.0,0.02317,-0.005,-0.005,189607,0.00015,"Non-cancer illness code, self-reported | Array 2__fracture",1.0,188678,99.62,"Non-cancer illness code, self-reported | Array 2__fracture < 0.32"
"Non-cancer illness code, self-reported | Array 2 gall",0.0,1e-05,0.01,0.01,189607,0.00145,"Non-cancer illness code, self-reported | Array 2__gall",1.47,888,0.69,"0.22 <= Non-cancer illness code, self-reported | Array 2__gall < 0.51"
"Non-cancer illness code, self-reported | Array 2 gastric stomach",0.0,0.00561,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 2__gastric stomach",1.48,326,0.26,"Non-cancer illness code, self-reported | Array 2__gastric stomach >= 0.24"
